(537, 294)
(555, 318)
(547, 312)
(544, 310)
(543, 307)
(542, 306)
(542, 305)
(543, 302)
(543, 299)
(542, 296)
(542, 296)
(535, 291)
(532, 287)
(517, 281)
(485, 265)
(464, 254)
(442, 245)
(424, 234)
(401, 224)
(390, 210)
(370, 195)
(349, 188)
(332, 184)
(332, 184)
(316, 179)
(302, 177)
(283, 175)
(280, 173)
(279, 173)
(282, 175)
(288, 177)
(295, 176)
(305, 176)
(317, 172)
(330, 171)
(346, 170)
(346, 170)
(362, 167)
(394, 162)
(409, 159)
(422, 156)
(433, 151)
(441, 149)
(440, 152)
(444, 150)
(447, 148)
(443, 151)
(442, 152)
(442, 152)
(441, 155)
(437, 162)
(431, 169)
(433, 170)
(424, 179)
(420, 187)
(410, 200)
(401, 212)
(392, 221)
(380, 234)
(369, 244)
(357, 254)
(357, 254)
(331, 276)
(322, 285)
(311, 294)
(296, 303)
(286, 309)
(279, 317)
(274, 322)
(270, 330)
(270, 335)
(273, 340)
(281, 340)
(289, 341)
(300, 344)
(315, 342)
(332, 341)
(353, 337)
(376, 334)
(398, 333)
(420, 329)
(446, 328)
(463, 326)
(478, 324)
(490, 323)
(499, 324)
(502, 324)
(505, 322)
(506, 321)
(506, 317)
(505, 311)
(504, 302)
(503, 293)
(498, 280)
(496, 264)
(487, 244)
(487, 226)
(478, 208)
(472, 192)
(458, 135)
(450, 130)
(424, 131)
(407, 137)
(391, 140)
(373, 144)
(355, 149)
(340, 155)
(326, 155)
(316, 160)
(309, 167)
(299, 161)
(297, 166)
(295, 167)
(291, 165)
(291, 166)
(291, 169)
(290, 169)
(289, 174)
(289, 178)
(287, 184)
(284, 192)
(283, 202)
(279, 209)
(281, 217)
(277, 224)
(275, 230)
(273, 238)
(274, 240)
(268, 245)
(266, 247)
(262, 249)
(261, 254)
(258, 265)
(259, 274)
(258, 280)
(255, 287)
(256, 292)
(258, 298)
(260, 306)
(268, 308)
(272, 319)
