448,215
491,241
498,247
514,287
502,347
491,357
478,364
468,368
527,48
526,51
517,78
491,123
449,219
429,252
389,286
362,326
347,341
320,354
317,356
316,358
310,361
290,361
262,356
244,346
185,277
167,239
161,212
162,204
191,204
196,210
203,210
210,210
