(318, 232)
(323, 246)
(323, 246)
(318, 256)
(319, 258)
(314, 262)
(316, 260)
(312, 258)
(306, 257)
(303, 261)
(314, 277)
(316, 269)
(316, 269)
(315, 260)
(312, 252)
(309, 256)
(309, 259)
(314, 269)
(319, 271)
(325, 260)
(322, 256)
(317, 256)
(311, 255)
(311, 255)
(305, 255)
(301, 254)
(299, 257)
(282, 263)
(278, 269)
(264, 271)
(256, 272)
(250, 272)
(244, 272)
(244, 272)
(234, 273)
(236, 275)
(232, 274)
(230, 275)
(230, 275)
(229, 275)
(227, 277)
(224, 276)
(226, 278)
(223, 277)
(223, 278)
(223, 278)
(222, 279)
(220, 277)
(221, 278)
(218, 278)
(218, 278)
(217, 278)
(217, 281)
(213, 279)
(213, 280)
(214, 281)
(213, 282)
(213, 283)
(213, 283)
(214, 283)
(216, 286)
(224, 286)
(231, 286)
(238, 287)
(255, 288)
(260, 285)
(269, 283)
(278, 279)
(294, 267)
(303, 262)
(303, 262)
(313, 259)
(323, 253)
(331, 251)
(340, 247)
(353, 243)
(363, 238)
(371, 235)
(379, 232)
(388, 228)
(396, 224)
(400, 224)
(400, 224)
(411, 220)
(417, 218)
(423, 216)
(425, 216)
(426, 219)
(426, 219)
(428, 217)
(428, 218)
(427, 219)
(431, 216)
(428, 219)
(428, 219)
(428, 219)
(429, 218)
(431, 217)
(431, 216)
(430, 216)
(432, 215)
(431, 216)
(426, 219)
(429, 217)
(431, 216)
(430, 217)
(430, 216)
(431, 215)
(431, 215)
(431, 216)
(429, 217)
(429, 216)
(428, 217)
(431, 214)
(430, 214)
(431, 215)
(432, 214)
(430, 216)
(427, 219)
(443, 205)
(440, 209)
(440, 209)
(444, 205)
(433, 214)
(433, 215)
(431, 216)
(429, 217)
(439, 208)
(432, 215)
(431, 215)
(429, 217)
(429, 217)
(431, 215)
(431, 215)
(429, 216)
(430, 215)
(429, 215)
(430, 214)
(429, 215)
(428, 215)
(426, 216)
(430, 213)
(427, 216)
(428, 215)
(417, 226)
(429, 216)
(429, 216)
(430, 216)
(434, 214)
(420, 228)
(436, 214)
(447, 205)
(448, 203)
(449, 203)
(452, 200)
(455, 199)
(456, 198)
(455, 201)
(452, 205)
(424, 228)
(438, 220)
(431, 225)
(424, 234)
(419, 239)
(411, 247)
(403, 254)
(394, 262)
(386, 271)
(380, 281)
(376, 292)
(364, 287)
(360, 295)
(355, 302)
(348, 294)
(345, 294)
(340, 293)
(335, 291)
(331, 286)
(328, 283)
(324, 284)
(323, 283)
(319, 279)
(318, 277)
(317, 277)
(312, 273)
(310, 269)
(308, 265)
(306, 262)
(310, 257)
(310, 250)
(311, 241)
(313, 235)
(316, 226)
(325, 198)
(324, 191)
(322, 188)
(319, 185)
(313, 182)
(310, 183)
(304, 180)
(301, 180)
(298, 180)
(290, 176)
(287, 180)
(288, 183)
(285, 182)
(287, 185)
(288, 193)
(287, 195)
(288, 200)
(286, 203)
(287, 211)
(285, 214)
(286, 215)
(276, 212)
(271, 221)
(266, 225)
(249, 238)
(245, 244)
(244, 249)
(240, 255)
(235, 267)
(230, 276)
(228, 280)
(226, 281)
(230, 282)
(224, 289)
